sa2_code,sa2_name,state,total_persons_2011,total_renters_2011,total_dwellings_2011,own_occ_2011,rented_2011,other_tenure_2011,tenure not stated_2011,tenure n_a_2011,rent_stress_2011,young_2011,older_2011,unemployed_2011,single_parent_2011,low_ed_2011,assist_2011,indig_2011,english_2011,spanish_2011,arabic_2011,hindi_2011,punjabi_2011,vietnamese_2011,japanese_2011,korean_2011,mandarin_2011,samoan_2011,tagalog_2011,all_other_lang_2011,public_community_2011,boardinghouse_2011,residential_park_2011,rvi_2011,total_persons_2016,total_renters_2016,total_dwellings_2016,own_occ_2016,rented_2016,other_tenure_2016,tenure not stated_2016,tenure n_a_2016,rent_stress_2016,young_2016,older_2016,unemployed_2016,single_parent_2016,low_ed_2016,assist_2016,indig_2016,english_2016,spanish_2016,arabic_2016,hindi_2016,punjabi_2016,vietnamese_2016,japanese_2016,korean_2016,mandarin_2016,samoan_2016,tagalog_2016,all_other_lang_2016,public_community_2016,boardinghouse_2016,residential_park_2016,rvi_2016,total_persons_2021,total_renters_2021,total_dwellings_2021,own_occ_2021,rented_2021,other_tenure_2021,tenure not stated_2021,tenure n_a_2021,rent_stress_2021,young_2021,older_2021,unemployed_2021,single_parent_2021,low_ed_2021,assist_2021,indig_2021,english_2021,spanish_2021,arabic_2021,hindi_2021,punjabi_2021,vietnamese_2021,japanese_2021,korean_2021,mandarin_2021,samoan_2021,tagalog_2021,all_other_lang_2021,public_community_2021,boardinghouse_2021,residential_park_2021,rvi_2021,unaff_2017_common,unaff_2018_common,unaff_2019_common,unaff_2020_common,unaff_2021_common,2016_12_common,2017_12_common,2018_12_common,2019_12_common,2020_12_common,2021_12_common,16_m_rent_common,17_m_rent_common,18_m_rent_common,19_m_rent_common,20_m_rent_common,21_m_rent_common
307031187,Stanthorpe,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16297,68272,2623586,1392878,332559,794960,134683,19865,10182,164440,2745,120581,9143,12451,27867,22507,69347,20936,275326,5758,4858,404,9301,6628,5346,4605,8467,3197,10026,108627,28268,5384,5785,61925,33997,1133,3306,14468,6535,134947,109049,388912,465410,636410,83102,36738,74944,50043,23170,98993,13570,5506,2379,44,2028,272,2202,1212,890,1036,12002,2385,346,230,1.361669849,1,66,9,62,68,13305,848,11590,8724,8519,2692,992,448,176,1049,141,857
307031188,Stanthorpe Surrounds,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7158,103628,3768603,1256257,885487,130191,85498,21060,42762,29730,150,61082,53034,16403,116481,81196,27733,64370,122594,5455,4048,1023,7030,1235,1050,1064,16080,4929,10593,176372,39686,3352,23063,68676,19437,10166,26530,10965,9248,207792,29119,463452,63676,244755,252515,111421,54360,19077,72552,9815,57477,7848,904,958,1824,537,616,615,634,454,11812,1838,311,1118,0.900564866,13,62,50,53,75,6654,6222,14284,4496,13885,16007,930,1141,802,166,823,1110
307031189,Warwick,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4075,80405,573835,1460234,734754,1017783,354690,32856,98050,84530,6279,165631,105893,10795,29557,78969,29854,25882,842957,3687,1108,6140,7720,1123,3492,7254,16644,9489,7724,134923,50051,4957,4064,14278,10756,302,6356,2859,8632,30501,168181,54108,105550,362993,573708,114615,47519,91434,81807,74749,101889,4560,1512,3114,5972,367,1336,1294,958,611,12501,2520,239,74,1.5379498,47,58,37,93,96,8297,11961,8719,3199,15036,14436,67,219,246,982,800,672
308011190,Central Highlands - East,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8980,64452,1124568,1284821,1944806,750303,485400,34029,56437,13081,5048,173742,46411,26669,45605,79641,48421,115216,741891,10780,7494,1276,13937,3690,2508,2465,9997,2012,11256,6597,13592,4618,13194,33879,33205,30429,8203,15014,5733,561722,247788,459211,78847,482220,295466,12601,92268,4727,94859,39711,47197,1303,3077,4012,4491,160,1138,2654,600,876,4120,2676,196,468,2.757353159,61,84,5,35,0,451,700,13924,267,13869,10941,869,1048,146,288,1090,41
308011191,Central Highlands - West,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12774,19167,2923356,471002,1644603,727938,73564,3935,111186,174251,4403,145169,62378,53637,26255,30365,31519,108061,920138,8537,521,952,2496,4441,1967,8312,11224,1873,2217,53601,42888,6620,10754,51461,22950,46372,7793,6437,7138,368079,406431,62624,487406,588329,128530,109169,70351,95082,93020,71579,36817,89,722,2424,3277,18,2323,1065,487,248,9628,1031,80,1763,1.424555671,6,50,53,29,88,7600,127,3671,2873,13018,11777,396,977,613,1302,151,850
308011192,Emerald,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10347,8697,3637726,142085,1536690,987848,114636,33362,53565,60599,5573,53448,80054,39990,21796,8718,42755,115403,571883,4691,2094,1684,6347,6639,586,3345,12530,7484,9722,141279,53054,5306,10640,193,32688,47400,8325,1475,7268,550445,532983,98463,477196,232714,37256,116416,81291,53951,82017,99509,90333,3842,1618,2671,6056,191,2,3278,1095,1055,4040,261,135,1039,1.555223706,32,40,29,54,15,2910,6961,6590,6376,7718,7548,278,1014,274,1333,29,1090
308031205,Berserker,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339,960,4347197,439354,1827844,705686,515261,35939,32470,69697,4770,56576,42517,35617,5465,35865,30816,74397,1264042,13004,4649,3938,6054,5823,3667,6089,10262,3265,7918,8678,39216,7213,19074,14142,21326,28796,3633,5998,2510,46946,330858,544391,165357,446678,623729,92904,71870,57643,49200,92729,35852,8696,2363,1661,3992,402,619,1639,571,1060,15476,1282,247,1552,2.46175977,79,46,10,83,0,10463,8284,8425,1182,12564,6998,585,1213,1299,485,590,355
308031206,Bouldercombe,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,41554,4812752,1177275,1571889,933806,535052,30584,105399,167301,1675,37620,30754,42646,79357,24437,67090,127653,725815,14528,6941,3129,9261,2800,1732,3616,10835,1395,12423,76306,3963,7346,8942,86582,12038,23166,22854,4040,8118,237565,322752,174580,580952,605981,499146,101125,22712,19172,16916,67014,80747,3711,773,1979,656,345,2030,1138,372,363,387,3217,204,1726,1.091796626,68,78,44,6,10,8199,4526,10207,11378,14172,13524,499,520,808,565,781,1143
308031207,Emu Park,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216,21403,5055744,521837,274010,169882,624824,17553,56990,180866,4211,128571,28537,3669,81907,19633,40762,105253,121690,7475,2661,2673,7342,3495,148,9350,11411,7640,129,113622,43518,2372,17622,39286,6544,39072,23387,5547,8148,214509,410782,352767,572496,355644,404521,23775,76352,99013,67624,85083,50834,2276,1429,2471,770,415,1416,1505,929,385,280,173,346,1636,1.392108151,46,30,32,86,20,3400,10283,9133,401,5769,6529,406,324,193,1245,345,1202
308031208,Frenchville - Mount Archer,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16199,79235,985425,1300605,1816412,122858,593482,9548,95964,77847,1220,138413,13267,13904,5203,18462,27789,84567,438978,8184,3653,5473,2453,3165,995,7396,9727,4928,8814,105075,37259,1228,8929,97462,24308,28147,23148,2556,9167,273236,403457,7198,138604,25201,168044,30551,14753,4986,10059,93273,43974,6997,2087,2815,5059,421,1908,571,193,49,13904,3782,310,451,1.223332006,87,64,67,26,66,6449,9201,15966,7459,1700,12724,819,315,467,371,1016,200
308031209,Glenlee - Rockyview,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9597,26102,4710911,1336631,1720970,684147,442310,27740,55099,93185,3905,22484,41407,35828,47159,18721,12880,109565,366908,7350,2647,1655,7854,5526,2517,616,7353,4870,4021,86945,3014,3019,7094,52292,16007,30587,14383,8479,5596,317163,157436,433193,291301,264973,98966,46259,68856,79411,75015,25966,93566,3145,2539,3362,7753,156,1879,813,251,808,12553,2526,291,1085,1.040132778,100,24,18,18,71,11776,11605,4475,13302,9540,11937,657,700,259,663,744,50
308031210,Gracemere,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8334,43938,4762411,717778,457523,553379,520821,39633,42363,117614,5202,119299,103829,64758,35575,19134,35045,84132,915460,12106,917,3559,14398,6924,4409,9085,4211,9151,10395,177916,50323,448,17345,83489,9671,27931,9979,10901,2479,238980,139247,570152,157441,440083,330372,5208,3283,59070,46422,10571,11801,6246,2658,2936,899,319,74,152,783,1062,12596,1697,226,1303,1.797342993,46,11,80,28,75,13934,6701,8857,12901,10064,6116,878,27,52,1057,1000,1038
308031211,Lakes Creek,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11849,10844,3803330,646135,1482381,220721,401707,34401,41484,178781,1555,191685,82536,159,11413,48303,13053,66854,605178,7670,3736,6465,12719,3490,2988,346,19800,2469,926,65642,50531,4034,19239,62172,7467,30798,8934,2658,4149,351039,110956,19542,525653,273510,152790,82680,56066,82618,18078,93301,62158,7843,1031,3221,5344,268,282,1922,874,1037,1965,1161,352,465,2.133151189,35,6,78,57,71,12018,10907,16116,3195,9814,13462,1015,977,67,1191,376,1181
308031212,Mount Morgan,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7588,5848,2985993,1276772,996934,962090,187409,6608,88542,146174,460,124957,91872,52882,105008,80765,31989,22359,65205,12215,699,2764,2702,6350,4889,5946,14756,1981,1980,51990,38817,3613,18352,25407,22957,13187,15169,9328,7708,332226,375361,364798,171164,43741,391262,41256,86217,90365,68137,18899,7401,9043,2084,4211,4391,393,2072,1827,1411,397,2001,1117,48,614,2.65709814,58,85,88,47,15,11936,4263,11691,3321,6154,14271,210,187,1473,234,1121,234
308031213,Norman Gardens,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15669,109,117037,408685,2145800,570868,239503,5458,115058,182707,4978,119267,66907,30684,10985,31863,7020,44357,864919,6298,6658,1425,6297,2120,532,8208,4105,9250,8712,47452,32844,4280,21416,43243,6029,39115,22786,16607,8285,532991,310470,40280,336835,69116,397040,1109,69923,17982,68750,88782,100124,2426,1389,2108,7001,60,305,2387,1423,707,14790,1440,133,930,1.516510616,36,62,75,77,18,11261,8958,865,3274,7290,2025,1024,111,599,19,215,575
308031214,Park Avenue,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4275,91145,3227901,144884,508183,814815,97378,27873,94478,147016,530,76154,99512,60578,65567,21521,3623,121023,27017,6967,3476,191,11446,3339,5617,7054,8048,499,10800,24132,10841,880,19603,73706,21475,2581,9312,6301,4270,159639,339089,4220,162454,326254,55053,105169,65741,27618,41228,45253,103485,1873,604,574,4166,464,935,136,421,95,6172,2715,91,700,1.836341803,67,75,26,30,66,11169,7817,13219,14881,8616,179,590,1181,414,621,314,697
308031215,Parkhurst - Kawana,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7967,36179,1539843,803387,1900896,1015832,259845,16960,47756,91011,6611,2351,15286,63650,107741,11501,81874,70245,787341,11992,623,5181,13895,375,2628,2396,829,4044,6570,141987,25174,6453,7100,110196,31152,1436,24384,403,6553,150078,550684,520145,4274,615104,268719,120839,61444,28808,41953,90038,80173,24,253,3188,7817,490,1325,2041,1120,685,1207,664,64,439,1.734494025,25,5,67,33,11,1631,14321,9200,2444,14765,7305,341,981,1205,1335,76,1054
308031216,Rockhampton - West,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7006,31593,1112494,1121473,1502048,433793,492361,15670,27976,174132,4710,117941,3785,37281,108097,48692,4493,99089,622515,13150,8009,2174,6367,1438,3303,7037,16969,6759,9575,141667,20343,7177,19244,49118,38596,50046,3002,9534,8316,508188,124695,358865,8446,388743,85506,26910,64068,27063,84636,92794,101816,2686,3073,4052,4011,568,1886,347,226,303,8379,1141,371,1116,1.686265626,34,17,32,97,71,2846,3059,435,12040,3968,15937,582,936,364,1120,914,1065
308031217,Rockhampton City,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7923,48795,4187829,719172,1566238,135072,623242,37237,49437,120779,2938,62574,58561,5874,74267,55367,18173,138422,853946,11557,7567,3145,14385,2901,1178,136,9301,8705,7113,148840,6755,7227,22620,69908,743,29955,13432,5764,9138,235002,58520,103080,99471,627692,278947,105842,71892,16563,15098,48149,51923,4444,685,2280,1971,247,2224,2001,176,279,14514,1696,306,206,2.931232557,64,19,84,52,89,8898,5820,11278,8651,16087,1640,176,826,1319,441,830,78
308031218,Rockhampton Surrounds - East,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13817,49413,4325889,236487,1834935,661824,172428,28449,113659,136282,1207,175645,72705,64467,15574,42905,60906,27248,867795,7866,7433,3444,6535,3849,1931,9751,2727,4700,5684,172229,14148,7621,11563,70754,26218,641,9650,645,10116,104374,115446,450623,333530,353639,275299,76213,57419,29580,20315,43827,97107,4281,1907,2119,3118,360,730,2710,1405,566,2925,394,200,1508,0.860876702,59,91,90,89,52,4527,11529,1022,6348,11005,10128,512,1132,381,1138,572,1218
308031219,Rockhampton Surrounds - North,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15742,14096,4304932,474719,1690751,1007013,507110,17152,82842,38581,3054,2260,93246,47612,3645,4553,45536,21592,515845,4845,3846,2182,1034,1027,2407,5800,17455,6304,6170,160547,15860,6355,11868,72975,8380,18004,19473,13853,9972,123796,265796,513901,586104,254100,532714,81317,28671,82712,47632,21565,90693,5282,2677,2602,5035,326,1391,1608,652,18,10545,3372,352,502,0.870295576,88,91,83,22,37,14067,5693,8762,1403,8880,2242,975,627,276,181,1097,1282
308031220,Rockhampton Surrounds - West,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15703,41040,545701,1266535,910379,114750,605499,23927,379,26535,6621,181231,37520,63397,67090,23288,92791,29711,1118018,12589,8174,162,13109,7153,1035,431,7802,7638,344,83563,33313,5694,6086,413,3697,47307,6978,3939,333,308093,261529,410621,47523,600909,454229,5237,70674,58738,89683,61823,64824,1325,2906,2675,5739,245,2332,2995,754,273,14941,3587,312,1289,0.779437802,46,62,51,91,98,6511,2703,10129,11877,12537,204,1061,18,821,1310,239,284
308031222,The Range - Allenstown,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7720,11462,2735886,801988,743893,1022664,474591,367,74806,165710,4275,76322,71949,54992,59960,51428,33069,130567,782952,13376,88,6492,7286,4139,5359,3449,15509,6885,5048,41087,31221,5163,12487,107716,4905,24391,21656,4730,6020,7351,159983,91297,281352,402219,249166,58264,55654,40136,83460,34410,99720,526,620,3825,4013,445,1916,2905,150,626,9454,718,36,482,1.807329448,76,17,25,94,34,4141,15812,14481,14364,8392,14487,944,872,67,21,154,1034
308031223,Yeppoon,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7544,21074,111679,1073545,241695,1049698,82674,31305,23118,160688,71,101866,70383,7023,102927,10849,48070,18972,291081,1795,2846,1295,238,2621,6439,8341,17966,10521,6484,62050,36703,2482,10305,59624,12655,11130,4669,4665,8946,377768,542738,34196,188826,95959,602051,116610,20625,8134,41566,42379,34449,4499,88,1460,4142,180,2020,451,171,51,835,3227,276,1166,1.302327061,85,92,16,27,100,6143,8054,12450,2080,15021,7757,582,900,1446,726,343,1422
308041528,Banana,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10922,16981,3713875,114910,1596495,607270,314932,20180,19567,62829,5329,54778,111682,18044,42554,70515,30763,124860,352388,1897,1574,3422,8406,2760,5450,6142,17879,6631,1704,64105,17067,4338,15185,106151,11181,20471,9029,7401,874,486036,177213,206159,156153,252884,186306,99485,38187,19086,52373,78080,69438,803,2422,120,6786,367,2274,359,950,938,12453,2522,158,499,1.312605611,90,4,7,13,42,440,12354,14428,5065,16710,16815,12,409,415,649,669,46
308041529,Biloela,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7276,86723,2991653,1323839,1541160,715507,46755,31674,966,104265,2649,56487,108102,18180,31520,15126,60691,135436,1249387,11831,2954,4658,8188,5085,4012,2837,7530,687,3428,66038,21475,1798,10845,111736,39451,19485,14901,7352,8247,151009,396067,378945,151267,359793,449684,86936,18769,62583,96776,41186,41006,1472,2368,4000,7796,52,2265,2960,1380,585,5906,3665,45,992,1.681727171,13,73,86,12,71,11579,11282,5050,5834,5980,11163,710,1070,345,919,806,343
308051530,Agnes Water - Miriam Vale,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10143,20333,3124440,1384831,1597893,1169176,454414,37612,80670,176383,2679,74318,77498,35709,29375,2593,80807,54233,593173,1887,6688,259,11512,6537,1981,9579,15697,9310,10237,131960,32780,1978,16349,71693,35897,37170,21367,4380,822,276321,131616,16527,64558,49469,380616,70916,91380,53823,71777,70960,39256,1053,962,3670,3573,222,2516,1915,1337,77,7369,796,84,145,1.574251678,18,86,44,69,44,4273,3697,5662,4923,8612,490,198,325,760,232,805,516
308051531,Boyne Island - Tannum Sands,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12513,71121,2297361,646183,1569348,971404,133884,14712,29965,14591,3372,65252,53333,48641,98504,63072,8435,119834,128461,13191,4175,4943,5608,2057,5351,8449,19235,3239,7459,158744,16269,6583,11222,111891,18798,48534,20699,12673,2210,209521,23388,588347,45501,32861,161,22166,69013,58593,3054,83598,72894,3132,2599,288,4215,350,249,704,1127,727,7267,721,361,426,1.349791577,25,0,11,38,94,5506,10544,13883,3408,11359,12483,62,1024,1122,1007,711,388
308051532,Callemondah,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5317,34700,2689062,1140064,25833,621688,241876,13572,101076,86581,5324,186265,69732,55870,41889,48042,62157,55678,815391,13817,9104,1376,4643,3491,5329,4499,13950,1931,11298,25549,17246,5750,23324,106341,14762,50549,9754,7107,2610,117170,189313,586763,120686,227799,433236,5842,78696,87788,28903,42599,106350,7164,2567,3175,2732,36,1079,3332,1272,628,11384,26,76,1364,0.399705881,19,12,63,9,89,8693,12455,12952,14546,11481,14681,854,1137,617,690,1031,839
308051533,Clinton - New Auckland,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9465,47400,1785615,47705,2017273,206215,148520,11194,7042,125527,2045,58791,4287,35628,87178,56810,59811,54213,750283,8956,7625,2270,1948,6667,728,4237,4102,9591,9890,65541,4938,951,1349,30564,33281,2218,22026,1787,1539,27056,497671,7802,208742,555995,338001,63957,83091,68012,95179,9008,65231,1072,561,2513,1689,76,1354,157,871,196,14022,1229,60,572,1.920929749,95,57,22,52,94,13808,133,3271,10602,14772,13931,969,1064,1166,521,828,1400
308051534,Gladstone,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3178,20993,1913174,1315727,587974,1092382,322248,22572,43342,193927,5755,144919,80308,12677,97796,82629,49718,31722,1113314,14457,3542,6527,1056,3776,2511,9631,1322,5005,6497,154725,15005,6851,5643,44750,4811,33319,641,15133,9304,300751,592613,389130,19256,316631,174573,96896,93764,5632,87144,34208,90019,3185,1228,3756,6054,44,1495,3074,171,213,11554,1580,191,803,2.701880885,46,95,61,19,52,13074,5698,9350,4924,7882,15569,556,30,402,439,349,351
308051535,Gladstone Hinterland,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4248,4442,660435,1064165,1577235,499670,172288,3941,74278,5051,4749,167934,35554,23723,51035,26034,38889,120102,184919,12664,2182,1303,5120,944,4670,2484,8688,7104,1114,12457,30995,1881,8579,21797,24565,12528,3153,14902,5241,297793,538650,552605,373997,273531,169717,94653,23298,58354,7585,72650,66564,5932,2491,139,5750,122,1897,2385,901,1027,8017,3461,211,1200,1.25187658,94,76,7,75,49,7311,4981,7998,11158,5420,16394,824,791,215,579,334,1142
308051536,Kin Kora - Sun Valley,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,54625,1610917,571756,967560,1110385,454570,36087,45274,57792,4995,23407,97008,31061,55300,23398,87746,55637,981971,5204,3350,1920,6325,5744,646,3437,17278,6903,5858,139952,3081,6482,1065,42337,20669,20148,2474,6305,5265,100103,133950,208605,135028,26552,5299,114977,91967,78994,60998,86396,95125,506,2279,2293,890,48,441,2374,1265,313,8412,1151,285,72,1.440228875,98,37,61,98,80,11932,869,1130,3013,16773,5607,198,916,279,1141,892,183
308051538,Telina - Toolooa,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6225,6843,3306121,363437,1434854,956480,129547,16517,27219,160058,4863,182391,78657,4332,75160,4770,95046,113220,103423,13972,5420,1412,1755,2982,1901,5000,17634,11008,10935,80658,46264,3227,13584,34175,32031,33342,16645,6109,8791,106919,18684,497918,82670,382211,432892,75162,45796,55744,75914,24973,67107,1010,824,435,3727,405,199,1798,1370,89,5764,2282,21,184,1.710072943,79,5,81,38,26,14280,3922,3826,15971,16579,16063,1011,305,671,349,1205,542
308051539,West Gladstone,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9700,94321,775275,712758,852419,1025852,324611,10500,9122,151934,456,17337,14273,18014,33110,6496,93993,3720,406774,9366,8071,504,10229,6162,6588,806,2695,7542,3432,41693,51162,1111,17669,25520,30753,29054,4133,14709,6609,264123,370368,95958,237062,396784,1945,57920,30554,97162,85095,101156,40893,2443,1314,4254,3465,109,384,896,1237,606,4640,2343,332,609,2.338881253,57,52,33,55,69,6849,6628,4832,3369,11335,3849,948,581,481,219,1104,1248
309011224,Broadbeach Waters,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6614,18471,4528745,1390284,2042794,101591,125521,11963,48737,60486,4175,85161,61911,9867,59950,5037,57550,80646,561661,4916,378,5293,3392,3258,3171,8480,3071,731,9321,83297,32752,7658,1187,77199,18527,40216,5212,16778,10776,117189,369509,162252,593199,503798,531834,5124,52156,19952,28222,9139,85782,853,1102,407,5247,524,1298,1992,325,333,12286,1059,10,1489,0.927604434,95,60,18,13,46,13302,15574,4516,1988,14022,16755,787,439,1386,138,468,1333
309011225,Burleigh Heads,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4504,88267,4039396,1218533,1403005,340115,325708,29349,102130,24957,4055,150716,106915,41244,100413,25001,67937,30260,1145370,10597,3570,1294,6199,2882,5158,2515,4786,7652,5952,169938,48387,7600,18363,81761,18460,32645,339,13136,5691,4904,512050,329291,100538,424276,403493,94125,85495,86345,84760,68969,96415,883,2782,1510,5930,633,2129,52,676,2,9624,140,225,1165,1.046503646,48,41,88,92,13,9818,8441,7922,14330,12108,11999,721,652,113,414,826,1370
309011226,Burleigh Waters,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16810,95431,71227,1523682,1082789,506818,39443,3454,114798,159254,5399,56923,101879,18622,7534,18542,29275,49214,979595,5631,4629,2620,3280,4121,3550,9221,17556,8615,4185,17833,36015,4988,15546,19718,29642,9447,12143,15828,1378,187163,467108,268227,511513,199060,473358,76165,77501,816,39864,17867,26820,4342,1035,2303,592,624,337,2080,1317,439,4579,723,200,60,0.764597682,56,6,37,10,86,14725,11689,2960,8528,13687,7904,459,287,1391,1017,767,918
309011227,Mermaid Beach - Broadbeach,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2947,56741,2229262,825082,1077785,349856,512149,29108,868,137598,2885,187752,29184,22243,69953,10520,84496,36295,603912,4067,1741,1548,12443,5135,3615,3959,2362,7210,1836,115536,14393,7522,3903,45652,37042,17873,8473,8666,11197,56215,35403,240075,367646,580245,140608,122617,54269,29224,1001,37837,98111,6219,2797,3980,5576,137,1547,742,240,702,6954,1178,228,1646,1.321066687,19,31,3,51,80,2720,808,4514,7024,9356,8537,692,1152,1270,637,258,516
309011228,Mermaid Waters,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14420,42976,983438,490892,1139965,1132868,248968,7958,86515,123793,4080,193258,92195,51401,8083,54652,94111,22339,1052719,5357,2549,5092,6421,2787,4276,2807,19503,10751,1346,153891,45013,812,618,54492,2593,45485,1396,15950,1309,184626,524236,435191,5468,417089,387821,100786,63206,50466,70422,15266,69864,2481,2128,1481,3218,317,2053,3006,501,139,9903,1789,312,321,0.947382391,92,26,96,58,87,2806,8222,15226,9287,839,7380,296,396,32,942,1161,615
309011229,Miami,qld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,44270,3202680,794980,945065,701597,478494,33337,99948,31202,5756,97317,58881,14818,29711,59159,55301,130543,1071607,103,3113,2453,9007,6969,5655,1490,19180,8130,5412,92483,4578,7327,17023,91288,22175,8230,1471,12943,11110,322045,575487,515424,21224,104112,193098,56473,1662,26478,60566,97982,37188,1837,2911,610,5205,599,2465,3214,1400,421,2290,642,204,1081,1.208600189,73,56,50,47,19,7373,1093,7366,875,11280,2627,338,6,1099,805,228,1324
